,density,zoom,longitude,latitude,source,rotation
126,4,20,16.537390461318342,45.21897309121311,google,45
127,4,20,16.537390461318342,45.21897309121311,google,90
128,4,20,16.54039289577243,45.218673456940294,google,0
129,4,20,16.54039289577243,45.218673456940294,google,135
130,4,20,16.54039289577243,45.218673456940294,google,180
131,4,20,16.54039289577243,45.218673456940294,google,225
132,4,20,16.54039289577243,45.218673456940294,google,270
133,4,20,16.54039289577243,45.218673456940294,google,315
134,4,20,16.54039289577243,45.218673456940294,google,45
135,4,20,16.54039289577243,45.218673456940294,google,90
136,4,20,16.541250734187884,45.22017162830434,google,0
137,4,20,16.541250734187884,45.22017162830434,google,135
138,4,20,16.541250734187884,45.22017162830434,google,180
139,4,20,16.541250734187884,45.22017162830434,google,225
140,4,20,16.541250734187884,45.22017162830434,google,270
141,4,20,16.541250734187884,45.22017162830434,google,315
142,4,20,16.541250734187884,45.22017162830434,google,45
143,4,20,16.541250734187884,45.22017162830434,google,90
144,4,20,16.660919193143716,44.770120950544595,google,0
145,4,20,16.660919193143716,44.770120950544595,google,135
146,4,20,16.660919193143716,44.770120950544595,google,180
147,4,20,16.660919193143716,44.770120950544595,google,225
148,4,20,16.660919193143716,44.770120950544595,google,270
149,4,20,16.660919193143716,44.770120950544595,google,315
150,4,20,16.660919193143716,44.770120950544595,google,45
151,4,20,16.660919193143716,44.770120950544595,google,90
152,4,20,16.661348112351444,44.76862277918055,google,0
153,4,20,16.661348112351444,44.76862277918055,google,135
154,4,20,16.661348112351444,44.76862277918055,google,180
155,4,20,16.661348112351444,44.76862277918055,google,225
156,4,20,16.661348112351444,44.76862277918055,google,270
157,4,20,16.661348112351444,44.76862277918055,google,315
158,4,20,16.661348112351444,44.76862277918055,google,45
159,4,20,16.661348112351444,44.76862277918055,google,90
160,4,20,16.66306378918235,44.76832314490774,google,0
161,4,20,16.66306378918235,44.76832314490774,google,135
162,4,20,16.66306378918235,44.76832314490774,google,180
163,4,20,16.66306378918235,44.76832314490774,google,225
164,4,20,16.66306378918235,44.76832314490774,google,270
165,4,20,16.66306378918235,44.76832314490774,google,315
166,4,20,16.66306378918235,44.76832314490774,google,45
167,4,20,16.66306378918235,44.76832314490774,google,90
168,4,20,16.69737732580051,44.96008907950577,google,0
169,4,20,16.69737732580051,44.96008907950577,google,135
170,4,20,16.69737732580051,44.96008907950577,google,180
171,4,20,16.69737732580051,44.96008907950577,google,225
172,4,20,16.69737732580051,44.96008907950577,google,270
173,4,20,16.69737732580051,44.96008907950577,google,315
174,4,20,16.69737732580051,44.96008907950577,google,45
175,4,20,16.69737732580051,44.96008907950577,google,90
176,4,20,16.69737732580051,44.961287616597005,google,0
177,4,20,16.69737732580051,44.961287616597005,google,135
178,4,20,16.69737732580051,44.961287616597005,google,180
179,4,20,16.69737732580051,44.961287616597005,google,225
180,4,20,16.69737732580051,44.961287616597005,google,270
181,4,20,16.69737732580051,44.961287616597005,google,315
182,4,20,16.69737732580051,44.961287616597005,google,45
183,4,20,16.69737732580051,44.961287616597005,google,90
184,4,20,16.69737732580051,44.981363112875236,google,0
185,4,20,16.69737732580051,44.981363112875236,google,135
186,4,20,16.69737732580051,44.981363112875236,google,180
187,4,20,16.69737732580051,44.981363112875236,google,225
188,4,20,16.69737732580051,44.981363112875236,google,270
189,4,20,16.69737732580051,44.981363112875236,google,315
190,4,20,16.69737732580051,44.981363112875236,google,45
191,4,20,16.69737732580051,44.981363112875236,google,90
192,4,20,16.697806245008234,44.98316091851209,google,0
193,4,20,16.697806245008234,44.98316091851209,google,135
194,4,20,16.697806245008234,44.98316091851209,google,180
195,4,20,16.697806245008234,44.98316091851209,google,225
196,4,20,16.697806245008234,44.98316091851209,google,270
197,4,20,16.697806245008234,44.98316091851209,google,315
198,4,20,16.697806245008234,44.98316091851209,google,45
199,4,20,16.697806245008234,44.98316091851209,google,90
200,4,20,16.699093002631415,44.96158725086981,google,0
201,4,20,16.699093002631415,44.96158725086981,google,135
202,4,20,16.699093002631415,44.96158725086981,google,180
203,4,20,16.699093002631415,44.96158725086981,google,225
204,4,20,16.699093002631415,44.96158725086981,google,270
205,4,20,16.699093002631415,44.96158725086981,google,315
206,4,20,16.699093002631415,44.96158725086981,google,45
207,4,20,16.699093002631415,44.96158725086981,google,90
208,4,20,16.699093002631415,44.982262015693664,google,0
209,4,20,16.699093002631415,44.982262015693664,google,135
210,4,20,16.699093002631415,44.982262015693664,google,180
211,4,20,16.699093002631415,44.982262015693664,google,225
212,4,20,16.699093002631415,44.982262015693664,google,270
213,4,20,16.699093002631415,44.982262015693664,google,315
214,4,20,16.699093002631415,44.982262015693664,google,45
215,4,20,16.699093002631415,44.982262015693664,google,90
216,4,20,16.700808679462323,44.97986494151119,google,0
217,4,20,16.700808679462323,44.97986494151119,google,135
218,4,20,16.700808679462323,44.97986494151119,google,180
219,4,20,16.700808679462323,44.97986494151119,google,225
220,4,20,16.700808679462323,44.97986494151119,google,270
221,4,20,16.700808679462323,44.97986494151119,google,315
222,4,20,16.700808679462323,44.97986494151119,google,45
223,4,20,16.700808679462323,44.97986494151119,google,90
224,4,20,16.70166651787778,44.979565307238374,google,0
225,4,20,16.70166651787778,44.979565307238374,google,135
226,4,20,16.70166651787778,44.979565307238374,google,180
227,4,20,16.70166651787778,44.979565307238374,google,225
228,4,20,16.70166651787778,44.979565307238374,google,270
229,4,20,16.70166651787778,44.979565307238374,google,315
230,4,20,16.70166651787778,44.979565307238374,google,45
231,4,20,16.70166651787778,44.979565307238374,google,90
232,4,20,16.70166651787778,44.97986494151119,google,0
233,4,20,16.70166651787778,44.97986494151119,google,135
234,4,20,16.70166651787778,44.97986494151119,google,180
235,4,20,16.70166651787778,44.97986494151119,google,225
236,4,20,16.70166651787778,44.97986494151119,google,270
237,4,20,16.70166651787778,44.97986494151119,google,315
238,4,20,16.70166651787778,44.97986494151119,google,45
239,4,20,16.70166651787778,44.97986494151119,google,90
240,4,20,16.71110274044777,44.951399685594296,google,0
241,4,20,16.71110274044777,44.951399685594296,google,135
242,4,20,16.71110274044777,44.951399685594296,google,180
243,4,20,16.71110274044777,44.951399685594296,google,225
244,4,20,16.71110274044777,44.951399685594296,google,270
245,4,20,16.71110274044777,44.951399685594296,google,315
246,4,20,16.71110274044777,44.951399685594296,google,45
247,4,20,16.71110274044777,44.951399685594296,google,90
248,4,20,16.7115316596555,44.95199895413992,google,0
249,4,20,16.7115316596555,44.95199895413992,google,135
250,4,20,16.7115316596555,44.95199895413992,google,180
251,4,20,16.7115316596555,44.95199895413992,google,225
252,4,20,16.7115316596555,44.95199895413992,google,270
253,4,20,16.7115316596555,44.95199895413992,google,315
254,4,20,16.7115316596555,44.95199895413992,google,45
255,4,20,16.7115316596555,44.95199895413992,google,90
256,4,20,16.713247336486408,44.95259822268553,google,0
257,4,20,16.713247336486408,44.95259822268553,google,135
258,4,20,16.713247336486408,44.95259822268553,google,180
259,4,20,16.713247336486408,44.95259822268553,google,225
260,4,20,16.713247336486408,44.95259822268553,google,270
261,4,20,16.713247336486408,44.95259822268553,google,315
262,4,20,16.713247336486408,44.95259822268553,google,45
263,4,20,16.713247336486408,44.95259822268553,google,90
264,4,20,16.713247336486408,44.98166274714805,google,0
265,4,20,16.713247336486408,44.98166274714805,google,135
266,4,20,16.713247336486408,44.98166274714805,google,180
267,4,20,16.713247336486408,44.98166274714805,google,225
268,4,20,16.713247336486408,44.98166274714805,google,270
269,4,20,16.713247336486408,44.98166274714805,google,315
270,4,20,16.713247336486408,44.98166274714805,google,45
271,4,20,16.713247336486408,44.98166274714805,google,90
272,4,20,16.714534094109588,44.983460552784905,google,0
273,4,20,16.714534094109588,44.983460552784905,google,135
274,4,20,16.714534094109588,44.983460552784905,google,180
275,4,20,16.714534094109588,44.983460552784905,google,225
276,4,20,16.714534094109588,44.983460552784905,google,270
277,4,20,16.714534094109588,44.983460552784905,google,315
278,4,20,16.714534094109588,44.983460552784905,google,45
279,4,20,16.714534094109588,44.983460552784905,google,90
280,4,20,16.714963013317316,44.98166274714805,google,0
281,4,20,16.714963013317316,44.98166274714805,google,135
282,4,20,16.714963013317316,44.98166274714805,google,180
283,4,20,16.714963013317316,44.98166274714805,google,225
284,4,20,16.714963013317316,44.98166274714805,google,270
285,4,20,16.714963013317316,44.98166274714805,google,315
286,4,20,16.714963013317316,44.98166274714805,google,45
287,4,20,16.714963013317316,44.98166274714805,google,90
288,4,20,16.716678690148225,44.986456895512994,google,0
289,4,20,16.716678690148225,44.986456895512994,google,135
290,4,20,16.716678690148225,44.986456895512994,google,180
291,4,20,16.716678690148225,44.986456895512994,google,225
292,4,20,16.716678690148225,44.986456895512994,google,270
293,4,20,16.716678690148225,44.986456895512994,google,315
294,4,20,16.716678690148225,44.986456895512994,google,45
295,4,20,16.716678690148225,44.986456895512994,google,90
296,4,20,16.717107609355953,44.98196238142086,google,0
297,4,20,16.717107609355953,44.98196238142086,google,135
298,4,20,16.717107609355953,44.98196238142086,google,180
299,4,20,16.717107609355953,44.98196238142086,google,225
300,4,20,16.717107609355953,44.98196238142086,google,270
301,4,20,16.717107609355953,44.98196238142086,google,315
302,4,20,16.717107609355953,44.98196238142086,google,45
303,4,20,16.717107609355953,44.98196238142086,google,90
304,4,20,16.717107609355953,44.98825470114985,google,0
305,4,20,16.717107609355953,44.98825470114985,google,135
306,4,20,16.717107609355953,44.98825470114985,google,180
307,4,20,16.717107609355953,44.98825470114985,google,225
308,4,20,16.717107609355953,44.98825470114985,google,270
309,4,20,16.717107609355953,44.98825470114985,google,315
310,4,20,16.717107609355953,44.98825470114985,google,45
311,4,20,16.717107609355953,44.98825470114985,google,90
312,4,20,16.71753652856368,44.98196238142086,google,0
313,4,20,16.71753652856368,44.98196238142086,google,135
314,4,20,16.71753652856368,44.98196238142086,google,180
315,4,20,16.71753652856368,44.98196238142086,google,225
316,4,20,16.71753652856368,44.98196238142086,google,270
317,4,20,16.71753652856368,44.98196238142086,google,315
318,4,20,16.71753652856368,44.98196238142086,google,45
319,4,20,16.71753652856368,44.98196238142086,google,90
320,4,20,16.71753652856368,44.986456895512994,google,0
321,4,20,16.71753652856368,44.986456895512994,google,135
322,4,20,16.71753652856368,44.986456895512994,google,180
323,4,20,16.71753652856368,44.986456895512994,google,225
324,4,20,16.71753652856368,44.986456895512994,google,270
325,4,20,16.71753652856368,44.986456895512994,google,315
326,4,20,16.71753652856368,44.986456895512994,google,45
327,4,20,16.71753652856368,44.986456895512994,google,90
328,4,20,16.71882328618686,44.981363112875236,google,0
329,4,20,16.71882328618686,44.981363112875236,google,135
330,4,20,16.71882328618686,44.981363112875236,google,180
331,4,20,16.71882328618686,44.981363112875236,google,225
332,4,20,16.71882328618686,44.981363112875236,google,270
333,4,20,16.71882328618686,44.981363112875236,google,315
334,4,20,16.71882328618686,44.981363112875236,google,45
335,4,20,16.71882328618686,44.981363112875236,google,90
336,4,20,16.719252205394586,44.98615726124019,google,0
337,4,20,16.719252205394586,44.98615726124019,google,135
338,4,20,16.719252205394586,44.98615726124019,google,180
339,4,20,16.719252205394586,44.98615726124019,google,225
340,4,20,16.719252205394586,44.98615726124019,google,270
341,4,20,16.719252205394586,44.98615726124019,google,315
342,4,20,16.719252205394586,44.98615726124019,google,45
343,4,20,16.719252205394586,44.98615726124019,google,90
344,4,20,16.72011004381004,44.98555799269457,google,0
345,4,20,16.72011004381004,44.98555799269457,google,135
346,4,20,16.72011004381004,44.98555799269457,google,180
347,4,20,16.72011004381004,44.98555799269457,google,225
348,4,20,16.72011004381004,44.98555799269457,google,270
349,4,20,16.72011004381004,44.98555799269457,google,315
350,4,20,16.72011004381004,44.98555799269457,google,45
351,4,20,16.72011004381004,44.98555799269457,google,90
352,4,20,16.72225463984867,44.98465908987614,google,0
353,4,20,16.72225463984867,44.98465908987614,google,135
354,4,20,16.72225463984867,44.98465908987614,google,180
355,4,20,16.72225463984867,44.98465908987614,google,225
356,4,20,16.72225463984867,44.98465908987614,google,270
357,4,20,16.72225463984867,44.98465908987614,google,315
358,4,20,16.72225463984867,44.98465908987614,google,45
359,4,20,16.72225463984867,44.98465908987614,google,90
360,4,20,16.7226835590564,44.97986494151119,google,0
361,4,20,16.7226835590564,44.97986494151119,google,135
362,4,20,16.7226835590564,44.97986494151119,google,180
363,4,20,16.7226835590564,44.97986494151119,google,225
364,4,20,16.7226835590564,44.97986494151119,google,270
365,4,20,16.7226835590564,44.97986494151119,google,315
366,4,20,16.7226835590564,44.97986494151119,google,45
367,4,20,16.7226835590564,44.97986494151119,google,90
368,4,20,16.723112478264127,44.96608176496195,google,0
369,4,20,16.723112478264127,44.96608176496195,google,135
370,4,20,16.723112478264127,44.96608176496195,google,180
371,4,20,16.723112478264127,44.96608176496195,google,225
372,4,20,16.723112478264127,44.96608176496195,google,270
373,4,20,16.723112478264127,44.96608176496195,google,315
374,4,20,16.723112478264127,44.96608176496195,google,45
375,4,20,16.723112478264127,44.96608176496195,google,90
376,4,20,16.723541397471855,44.97926567296557,google,0
377,4,20,16.723541397471855,44.97926567296557,google,135
378,4,20,16.723541397471855,44.97926567296557,google,180
379,4,20,16.723541397471855,44.97926567296557,google,225
380,4,20,16.723541397471855,44.97926567296557,google,270
381,4,20,16.723541397471855,44.97926567296557,google,315
382,4,20,16.723541397471855,44.97926567296557,google,45
383,4,20,16.723541397471855,44.97926567296557,google,90
384,4,20,16.724399235887308,44.980164575783995,google,0
385,4,20,16.724399235887308,44.980164575783995,google,135
386,4,20,16.724399235887308,44.980164575783995,google,180
387,4,20,16.724399235887308,44.980164575783995,google,225
388,4,20,16.724399235887308,44.980164575783995,google,270
389,4,20,16.724399235887308,44.980164575783995,google,315
390,4,20,16.724399235887308,44.980164575783995,google,45
391,4,20,16.724399235887308,44.980164575783995,google,90
392,4,20,16.726543831925945,44.96578213068914,google,0
393,4,20,16.726543831925945,44.96578213068914,google,135
394,4,20,16.726543831925945,44.96578213068914,google,180
395,4,20,16.726543831925945,44.96578213068914,google,225
396,4,20,16.726543831925945,44.96578213068914,google,270
397,4,20,16.726543831925945,44.96578213068914,google,315
398,4,20,16.726543831925945,44.96578213068914,google,45
399,4,20,16.726543831925945,44.96578213068914,google,90
400,4,20,16.726543831925945,44.96638139923476,google,0
401,4,20,16.726543831925945,44.96638139923476,google,135
402,4,20,16.726543831925945,44.96638139923476,google,180
403,4,20,16.726543831925945,44.96638139923476,google,225
404,4,20,16.726543831925945,44.96638139923476,google,270
405,4,20,16.726543831925945,44.96638139923476,google,315
406,4,20,16.726543831925945,44.96638139923476,google,45
407,4,20,16.726543831925945,44.96638139923476,google,90
408,4,20,16.726543831925945,44.98765543260423,google,0
409,4,20,16.726543831925945,44.98765543260423,google,135
410,4,20,16.726543831925945,44.98765543260423,google,180
411,4,20,16.726543831925945,44.98765543260423,google,225
412,4,20,16.726543831925945,44.98765543260423,google,270
413,4,20,16.726543831925945,44.98765543260423,google,315
414,4,20,16.726543831925945,44.98765543260423,google,45
415,4,20,16.726543831925945,44.98765543260423,google,90
416,4,20,16.728259508756853,44.98915360396828,google,0
417,4,20,16.728259508756853,44.98915360396828,google,135
418,4,20,16.728259508756853,44.98915360396828,google,180
419,4,20,16.728259508756853,44.98915360396828,google,225
420,4,20,16.728259508756853,44.98915360396828,google,270
421,4,20,16.728259508756853,44.98915360396828,google,315
422,4,20,16.728259508756853,44.98915360396828,google,45
423,4,20,16.728259508756853,44.98915360396828,google,90
424,4,20,16.72868842796458,44.99155067815076,google,0
425,4,20,16.72868842796458,44.99155067815076,google,135
426,4,20,16.72868842796458,44.99155067815076,google,180
427,4,20,16.72868842796458,44.99155067815076,google,225
428,4,20,16.72868842796458,44.99155067815076,google,270
429,4,20,16.72868842796458,44.99155067815076,google,315
430,4,20,16.72868842796458,44.99155067815076,google,45
431,4,20,16.72868842796458,44.99155067815076,google,90
432,4,20,16.72911734717231,44.986456895512994,google,0
433,4,20,16.72911734717231,44.986456895512994,google,135
434,4,20,16.72911734717231,44.986456895512994,google,180
435,4,20,16.72911734717231,44.986456895512994,google,225
436,4,20,16.72911734717231,44.986456895512994,google,270
437,4,20,16.72911734717231,44.986456895512994,google,315
438,4,20,16.72911734717231,44.986456895512994,google,45
439,4,20,16.72911734717231,44.986456895512994,google,90
440,4,20,16.72911734717231,44.991850312423566,google,0
441,4,20,16.72911734717231,44.991850312423566,google,135
442,4,20,16.72911734717231,44.991850312423566,google,180
443,4,20,16.72911734717231,44.991850312423566,google,225
444,4,20,16.72911734717231,44.991850312423566,google,270
445,4,20,16.72911734717231,44.991850312423566,google,315
446,4,20,16.72911734717231,44.991850312423566,google,45
447,4,20,16.72911734717231,44.991850312423566,google,90
448,4,20,16.729546266380034,44.98765543260423,google,0
449,4,20,16.729546266380034,44.98765543260423,google,135
450,4,20,16.729546266380034,44.98765543260423,google,180
451,4,20,16.729546266380034,44.98765543260423,google,225
452,4,20,16.729546266380034,44.98765543260423,google,270
453,4,20,16.729546266380034,44.98765543260423,google,315
454,4,20,16.729546266380034,44.98765543260423,google,45
455,4,20,16.729546266380034,44.98765543260423,google,90
456,4,20,16.73126194321094,44.98795506687704,google,0
457,4,20,16.73126194321094,44.98795506687704,google,135
458,4,20,16.73126194321094,44.98795506687704,google,180
459,4,20,16.73126194321094,44.98795506687704,google,225
460,4,20,16.73126194321094,44.98795506687704,google,270
461,4,20,16.73126194321094,44.98795506687704,google,315
462,4,20,16.73126194321094,44.98795506687704,google,45
463,4,20,16.73126194321094,44.98795506687704,google,90
464,4,20,16.731690862418667,44.987056164058615,google,0
465,4,20,16.731690862418667,44.987056164058615,google,135
466,4,20,16.731690862418667,44.987056164058615,google,180
467,4,20,16.731690862418667,44.987056164058615,google,225
468,4,20,16.731690862418667,44.987056164058615,google,270
469,4,20,16.731690862418667,44.987056164058615,google,315
470,4,20,16.731690862418667,44.987056164058615,google,45
471,4,20,16.731690862418667,44.987056164058615,google,90
472,4,20,16.732119781626395,44.98735579833142,google,0
473,4,20,16.732119781626395,44.98735579833142,google,135
474,4,20,16.732119781626395,44.98735579833142,google,180
475,4,20,16.732119781626395,44.98735579833142,google,225
476,4,20,16.732119781626395,44.98735579833142,google,270
477,4,20,16.732119781626395,44.98735579833142,google,315
478,4,20,16.732119781626395,44.98735579833142,google,45
479,4,20,16.732119781626395,44.98735579833142,google,90
480,4,20,16.734693296872756,44.98106347860242,google,0
481,4,20,16.734693296872756,44.98106347860242,google,135
482,4,20,16.734693296872756,44.98106347860242,google,180
483,4,20,16.734693296872756,44.98106347860242,google,225
484,4,20,16.734693296872756,44.98106347860242,google,270
485,4,20,16.734693296872756,44.98106347860242,google,315
486,4,20,16.734693296872756,44.98106347860242,google,45
487,4,20,16.734693296872756,44.98106347860242,google,90
488,4,20,16.736837892911392,44.97836677014714,google,0
489,4,20,16.736837892911392,44.97836677014714,google,135
490,4,20,16.736837892911392,44.97836677014714,google,180
491,4,20,16.736837892911392,44.97836677014714,google,225
492,4,20,16.736837892911392,44.97836677014714,google,270
493,4,20,16.736837892911392,44.97836677014714,google,315
494,4,20,16.736837892911392,44.97836677014714,google,45
495,4,20,16.736837892911392,44.97836677014714,google,90
496,4,20,16.737266812119117,44.980164575783995,google,0
497,4,20,16.737266812119117,44.980164575783995,google,135
498,4,20,16.737266812119117,44.980164575783995,google,180
499,4,20,16.737266812119117,44.980164575783995,google,225
500,4,20,16.737266812119117,44.980164575783995,google,270
501,4,20,16.737266812119117,44.980164575783995,google,315
502,4,20,16.737266812119117,44.980164575783995,google,45
503,4,20,16.737266812119117,44.980164575783995,google,90
504,4,20,16.761715206959558,44.98106347860242,google,0
505,4,20,16.761715206959558,44.98106347860242,google,135
506,4,20,16.761715206959558,44.98106347860242,google,180
507,4,20,16.761715206959558,44.98106347860242,google,225
508,4,20,16.761715206959558,44.98106347860242,google,270
509,4,20,16.761715206959558,44.98106347860242,google,315
510,4,20,16.761715206959558,44.98106347860242,google,45
511,4,20,16.761715206959558,44.98106347860242,google,90
512,4,20,16.76257304537501,44.980763844329616,google,0
513,4,20,16.76257304537501,44.980763844329616,google,135
514,4,20,16.76257304537501,44.980763844329616,google,180
515,4,20,16.76257304537501,44.980763844329616,google,225
516,4,20,16.76257304537501,44.980763844329616,google,270
517,4,20,16.76257304537501,44.980763844329616,google,315
518,4,20,16.76257304537501,44.980763844329616,google,45
519,4,20,16.76257304537501,44.980763844329616,google,90
520,4,20,16.764717641413647,44.97926567296557,google,0
521,4,20,16.764717641413647,44.97926567296557,google,135
522,4,20,16.764717641413647,44.97926567296557,google,180
523,4,20,16.764717641413647,44.97926567296557,google,225
524,4,20,16.764717641413647,44.97926567296557,google,270
525,4,20,16.764717641413647,44.97926567296557,google,315
526,4,20,16.764717641413647,44.97926567296557,google,45
527,4,20,16.764717641413647,44.97926567296557,google,90
528,4,20,16.799031178031804,45.185414052658444,google,0
529,4,20,16.799031178031804,45.185414052658444,google,135
530,4,20,16.799031178031804,45.185414052658444,google,180
531,4,20,16.799031178031804,45.185414052658444,google,225
532,4,20,16.799031178031804,45.185414052658444,google,270
533,4,20,16.799031178031804,45.185414052658444,google,315
534,4,20,16.799031178031804,45.185414052658444,google,45
535,4,20,16.799031178031804,45.185414052658444,google,90
